KA-Nr;Bundesland;Bezirk;Versorgungszone;Versorgungsregion;Bezeichnung;Öffentlichkeitsrecht;Gemeinnützigkeit;Fondszugehörigkeit;Adresse;Telefon, Fax;Homepage;Ärztlicher Leiter;Pflegedienstleiter;Verwaltungsdirektor;Bettenanzahl;Bettenführende Fachrichtungen;Intensivbereiche;Großgeräte;Träger-Nr.;Träger Bezeichnung;Träger-Adresse;Träger Telefon, Fax;Träger Homepage
K647;Steiermark;Deutschlandsberg;Süd;West-/Südsteiermark;Landes-Pflegeheim Schwanberg;mit Öffentlichkeitsrecht;gemeinnützig;Sonstige;Gressenbergerstraße 5, 8541 Schwanberg;03467/8452-0, 03467/8452-2244;http://www.lph-schwanberg.at;OA Dr. Klaus Theil;PDL Franz Peinsold;Bdir. Bernhard Haas;66;Pflegeanstalt chronisch Kranker;;;T601;Steiermärkische Krankenanstaltengesellschaft mbH;Stiftingtalstraße 4-6, 8010 Graz;0316/340-0, 0316/340-5207;http://www.kages.at
K648;Steiermark;Murau;Süd;Westliche Obersteiermark;Allgemeines und Orthopädisches Landeskrankenhaus Stolzalpe;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Stolzalpe 38, 8852 Stolzalpe;03532/2424-0, 03532/2424-3279;http://www.lkh-stolzalpe.at;Univ.Doz. Dr. Johann Offenbacher;PFD Harald Tockner;BDir. Dipl. KHBW  Reinhard Petritsch;193;AN, GEM, OR;AN;MR;T601;Steiermärkische Krankenanstaltengesellschaft mbH;Stiftingtalstraße 4-6, 8010 Graz;0316/340-0, 0316/340-5207;http://www.kages.at
K649;Steiermark;Graz-Umgebung;Süd;Graz;Rehabilitationsklinik Tobelbad;ohne Öffentlichkeitsrecht;nicht gemeinnützig;Sonstige;Dr.-Georg-Neubauer-Straße 6, 8144 Tobelbad;03136/525 71-0, 03136/525 71-465;http://www.auva.at/rktobelbad;Univ.-Prof. Dr. Renate Wildburger;BSc MSc Barbara Mayer;Werner Kahr;202;Rehabilitationszentrum (Chirurgie), Rehabilitationszentrum (Interne);;;T081;Allgemeine Unfallversicherungsanstalt, Medizinische Direktion;Adalbert-Stifter-Straße 65, 1200 Wien;01/33111;http://www.auva.at
K651;Steiermark;Voitsberg;Süd;West-/Südsteiermark;Landeskrankenhaus Voitsberg;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Conrad von Hötzendorf-Straße 31, 8570 Voitsberg;03142/201-0, 03142/201-2211;http://www.lkh-voitsberg.at;Dr. Peter Mrak;DGKS Eveline Brandstätter;BDir. Dipl. KHBW  Franz Salinger;134;CH, GEM, GGH, IM;GEM;CT;T601;Steiermärkische Krankenanstaltengesellschaft mbH;Stiftingtalstraße 4-6, 8010 Graz;0316/340-0, 0316/340-5207;http://www.kages.at
K652;Steiermark;Hartberg-Fürstenfeld;Süd;Oststeiermark;Marienkrankenhaus Vorau;ohne Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Spitalstraße 101, 8250 Vorau;03337/2254, 03337/2254-60;http://www.marienkrankenhaus.at;Univ.-Prof. Dr. Gerhard Stark;PDL Elfriede Unterberger;Dr. Manuela Holowaty;110;AN, CH, GEM, IM;GEM;CT;T606;Marienkrankenhaus Vorau Gemeinnützige Gesellschaft mbH;Spitalstraße 101, 8250 Vorau;03337/2254-0, 03337/2254-60;http://www.marienkrankenhaus.at
K654;Steiermark;Leibnitz;Süd;West-/Südsteiermark;Landeskrankenhaus Wagna;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Pelzmannstraße 18, 8435 Wagna;03452/701-0, 03452/701-3175;http://www.lkh-wagna.at;Univ.-Doz. Prim. Dr. Herwig Koter;DGKP Walter Lerchbacher;BDir. Dipl. KHBW  Caroline Buchmann-Hirschmann;134;AN, CH, IM;AN, IM;CT;T601;Steiermärkische Krankenanstaltengesellschaft mbH;Stiftingtalstraße 4-6, 8010 Graz;0316/340-0, 0316/340-5207;http://www.kages.at
K655;Steiermark;Weiz;Süd;Oststeiermark;Landeskrankenhaus Weiz;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Franz-Pichler-Straße 85, 8160 Weiz;03172/2214, 03172/2214-2117;http://www.lkh-weiz.at;Prim. Dr. Gerhard Zischka;MAS DGKS Susanna Reisinger;BDir. Dipl. KHBW Walter Eder-Halbedl;78;CH, GEM, IM;GEM;CT;T601;Steiermärkische Krankenanstaltengesellschaft mbH;Stiftingtalstraße 4-6, 8010 Graz;0316/340-0, 0316/340-5207;http://www.kages.at
K659;Steiermark;Graz(Stadt);Süd;Graz;Hansa Privatklinikum;ohne Öffentlichkeitsrecht;nicht gemeinnützig;PRIKRAF;Körblergasse 42, 8010 Graz;0316/3600-0, 0316/3600-940;http://www.privatklinikum-hansa.at;Prim. Dr. Christian Tiesenhausen;DGKS, MBA Maria  Freydl;Mag. Ruth Fischer;50;AU, CH, DER, GGH, HNO, IM, NEU, OR, PCH, URO, ZMK;;;T619;Hansa Privatklinikum Graz Gesellschaft mbH;Körblergasse 42, 8010 Graz;0316/3600-0, 0316/3600-40;http://www.sanatorium-hansa.at
K661;Steiermark;Südoststeiermark;Süd;Oststeiermark;Sanatorium für HNO-Krankheiten Dr. Edlinger Feldbach;ohne Öffentlichkeitsrecht;nicht gemeinnützig;PRIKRAF;Jahnweg 4, 8330 Feldbach;03152/3005, 03152/3005-90;http://www.edlinger-hno.at;Prim. MR. Dr. Herwig Edlinger;Prim. MR. Dr. Herwig Edlinger;Margarethe Edlinger;15;HNO;;;T622;Dr. Herwig Edlinger;Jahnweg 4, 8330 Feldbach;03152/3005, 03152/3005-90;http://www.edlinger-hno.at
K663;Steiermark;Graz-Umgebung;Süd;Graz;Privatklinik St. Radegund für Innere Medizin, Psychiatrie, Neurologie, Orthopädie und Geriatrie/Gerontologie;ohne Öffentlichkeitsrecht;nicht gemeinnützig;Sonstige;Diepoldsbergerstraße 38-40, 8061 St. Radegund bei Graz;03132/53553, 03132/53553-5901;http://www.privatklinik-stradegund.at;OA Dr. Gerald Suchar;PDL Sandra Truschnegg;Mag. Michaela Krenn;130;PSY;;;T632;Privatklinik St. Radegund Betriebsgesellschaft mbH;Kapellenstraße 19, 8301 Laßnitzhöhe;;
K664;Steiermark;Deutschlandsberg;Süd;West-/Südsteiermark;Landeskrankenhaus Deutschlandsberg;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Radlpaßstraße 29, 8530 Deutschlandsberg;03462/4411-0, 03462/4411-2009;http://www.lkh-deutschlandsberg.at;Prim. Dr. Gottfried Filzwieser;DGKS Dorothea Konrath;BDir. Dipl. KHBW Franz Lienhart;180;CH, GEM, GGH, IM;GEM;CT;T601;Steiermärkische Krankenanstaltengesellschaft mbH;Stiftingtalstraße 4-6, 8010 Graz;0316/340-0, 0316/340-5207;http://www.kages.at
K667;Steiermark;Graz(Stadt);Süd;Graz;Privatklinik Kastanienhof;ohne Öffentlichkeitsrecht;nicht gemeinnützig;PRIKRAF;Gritzenweg 16, 8052 Graz-Wetzelsdorf;0316/57 39 60, 0316/57 32 57;http://www.kastanienhof.at;Dr. Wolfgang Rainer;MBA Johann Schreiner;Mag. Georg Glerton;45;IM, PSY;;STR;T625;Privatklinik Kastanienhof Gesellschaft mbH;Gritzenweg 16, 8052 Graz-Wetzelsdorf;0316/57 39 60, 0316/57 32 57;http://www.kastanienhof.at
K668;Steiermark;Graz-Umgebung;Süd;Graz;Privatklinik Laßnitzhöhe;ohne Öffentlichkeitsrecht;nicht gemeinnützig;PRIKRAF;Miglitzpromenade 18, 8301 Laßnitzhöhe;03133/2274, 03133/2274-7170;http://www.privatklinik-lassnitzhoehe.at;Prim. Dr. Walter Kreuzig;PDL Brigitte Kraus;Gerald Flasser;227;GEM, NEU, OR;;;T626;Elisabeth Nentwich Gesellschaft mbH;Miglitzpromenade 18, 8301 Laßnitzhöhe;03133/2274, 03133/2274-7170;http://www.privatklinik-lassnitzhoehe.at
K670;Steiermark;Graz-Umgebung;Süd;Graz;Theresienhof, Klinikum für Orthopädie und orthopädische Rehabilitation;ohne Öffentlichkeitsrecht;nicht gemeinnützig;PRIKRAF;Hauptplatz 3-5, 8130 Frohnleiten;03126/4700, 03126/4700-565;http://www.theresienhof.at;Univ.-Doz. Prim. Dr. Klaus Engelke;Gertraud Helfrich;Mag. Helmut Mayr;162;Rehabilitationszentrum (Interne);;;T628;Krankenhaus Theresienhof Gesellschaft mbH & Co KG Frohnleiten;Hauptplatz 3-5, 8130 Frohnleiten;;http://www.theresienhof.at
K671;Steiermark;Südoststeiermark;Süd;Oststeiermark;Klinik Maria Theresia, Rehabilitationszentrum für Neurologie und Orthopädie Bad Radkersburg;ohne Öffentlichkeitsrecht;nicht gemeinnützig;Sonstige;Thermenstraße 24, 8490 Bad Radkersburg;03476/3860-0, 03476/3860-4593;http://www.klinik-maria-theresia.at;Prim. Dr. Wolfgang Kubik;PDL Heidelinde Maitz;Wilfried Butter;249;Rehabilitationszentrum (Interne);;;T629;Thermenhotel Radkersburger Hof Gesellschaft mbH & Co KG;8490 Bad Radkersburg;;http://www.klinik-maria-theresia.at
K672;Steiermark;Murtal;Süd;Westliche Obersteiermark;Spitalsverbund Landeskrankenhaus Judenburg-Knittelfeld;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Oberweggasse 18, 8750 Judenburg;03572/825 60-0, 03572/860 33;http://www.lkh-judenburg.at;Prim. Univ. Doz. Dr. Johann Offenbacher;DGKS Christine Eibel;BDir. Sabine Reiterer;262;AN, CH, GEM, GGH, IM, NEU, UC;AN, IM;CT, MR;T601;Steiermärkische Krankenanstaltengesellschaft mbH;Stiftingtalstraße 4-6, 8010 Graz;0316/340-0, 0316/340-5207;http://www.kages.at
K673;Steiermark;Graz(Stadt);Süd;Graz;Landeskrankenhaus Graz-West;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Göstinger Straße 22, 8021 Graz Postfach;0316/5466-0, 0316/5466-75022;http://www.lkh-grazwest.at;Prim.Dr. Heribert Walch;DGKP Paul Furlan;BDir. Dipl. KHBW Siegfried Fortmüller;240;AN, CH, GEM, IM;AN, IM;COR, CT;T601;Steiermärkische Krankenanstaltengesellschaft mbH;Stiftingtalstraße 4-6, 8010 Graz;0316/340-0, 0316/340-5207;http://www.kages.at
K674;Steiermark;Graz-Umgebung;Süd;Graz;Privatklinik Graz-Ragnitz;ohne Öffentlichkeitsrecht;nicht gemeinnützig;PRIKRAF;Berthold-Linder-Weg 15, 8047 Graz-Ragnitz;0316/596-0, 0316/596-1200;http://www.privatklinik-grazragnitz.at;Dr. Michael Hessinger;PDL Sabine Marx;Dr. Silvia Stainer;144;GEM;;MR;T060;PremiQaMed Privatkliniken Gesellschaft mbH;Heiligenstädterstraße 46-48/10, 1190 Wien;;
K675;Steiermark;Murau;Süd;Westliche Obersteiermark;Sonderkrankenanstalt für orthopädische und neuroorthopädische Rehabilitiation;ohne Öffentlichkeitsrecht;nicht gemeinnützig;Sonstige;Stolzalpe 38, 8852 Stolzalpe;03532/44719, 03532/44719-10;http://www.reha-stolzalpe.at;Prim. Dr. Peter Grieshofer;DGKS Erika Rössler;Renate Remta-Grieshofer;28;OR;;;T631;Klinik Judendorf-Straßengel Gesellschaft mbH;Grazer Straße 15, 8111 Judendorf-Straßengel;03124/90520-0, 03124/90520-2020;http://www.klinik-judendorf.at
K676;Steiermark;Graz-Umgebung;Süd;Graz;Rehabilitationsklinik für Neurologie, Orthopädie und Kinderheilkunde;ohne Öffentlichkeitsrecht;nicht gemeinnützig;Sonstige;Grazer Straße 15, 8111 Judendorf-Straßengel;03124/90520, 03124/90520-2040;http://www.klinik-judendorf.at;Prim. Dr. Peter Grieshofer;DGKS Erika Rössler;Renate Remta-Grieshofer;224;IM, NEU, OR;;;T631;Klinik Judendorf-Straßengel Gesellschaft mbH;Grazer Straße 15, 8111 Judendorf-Straßengel;03124/90520-0, 03124/90520-2020;http://www.klinik-judendorf.at
K677;Steiermark;Leoben;Süd;Östliche Obersteiermark;Pflegeanstalt für chronisch Kranke;mit Öffentlichkeitsrecht;gemeinnützig;Sonstige;Radmeisterstraße 7-9, 8790 Eisenerz;03848/2444-0, 03848/2444-250;http://www.lkh-eisenerz.at;Dr. MSc Heinz Luschnik;DGKS Sylvia Noe;Bdir. Herbert Kaplans;6;PUL;;;T601;Steiermärkische Krankenanstaltengesellschaft mbH;Stiftingtalstraße 4-6, 8010 Graz;0316/340-0, 0316/340-5207;http://www.kages.at
K678;Steiermark;Leibnitz;Süd;West-/Südsteiermark;Pflegeananstalt für chronisch psychisch Kranke Neutillmitsch-Gralla;ohne Öffentlichkeitsrecht;nicht gemeinnützig;Sonstige;Grazerstraße 74, 8430 Leibnitz;03452/83325, 03452/83325-7103;http://sanlas.at;Dr. Eduard Macheiner;MBA Maria Kasper;Brigitte Putz;124;PSY;;;T697;Nentwig Gesellschaft mbH;Grazerstraße 74, 8430 Leibnitz;;
K701;Tirol;Kufstein;West;Tirol-Nordost;Rehabilitationszentrum Bad Häring;ohne Öffentlichkeitsrecht;gemeinnützig;Sonstige;Rehaweg 1, 6323 Bad Häring;05332/790-0, 05332/790-5509;http://www.auva.at/rzhaering;Prim. Dr. Burkhart Huber;Josef Steiner;Andreas Edenhauser;136;NEU;;;T081;Allgemeine Unfallversicherungsanstalt, Medizinische Direktion;Adalbert-Stifter-Straße 65, 1200 Wien;01/33111;http://www.auva.at
K704;Tirol;Innsbruck-Land;West;Tirol-Zentralraum;Landeskrankenhaus Hall in Tirol;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Milser Straße 23, 6060 Hall in Tirol;05223/508-0, 05223/508-2045;http://www.tilak.at;Univ.-Doz. Prim. Dr. Gabriele Kühbacher;DGKP Franz Hoppichler;Mag.DDr. Wolfgang Markl;513;CH, GEM, GGH, IM, PSY, UC, URO,;GEM, IM;CT;T701;Tiroler Landeskrankenanstalten Gesellschaft mbH;Anichstraße 35, 6020 Innsbruck;0512/504-0, 0512/504-28613;http://www.tilak.at
K705;Tirol;Kitzbühel;West;Tirol-Nordost;Rehabilitationszentrum Kitzbühel;ohne Öffentlichkeitsrecht;nicht gemeinnützig;Sonstige;Hornweg 32, 6370 Kitzbühel;+43(0) 5336 67067-0;www.reha-kitz.at;Priv.-Doz. Dr. Michael Fischer;MBA Marion Macher;Mag. Thomas Sieberer;120;OR;;;T725;Rehabilitationszentrum Kitzbühel Betriebsgesellschaft mbH;Hornweg 28, 6370 Kitzbühel;;www.reha-kitz.at
K706;Tirol;Innsbruck-Stadt;West;Tirol-Zentralraum;Landeskrankenhaus Universitätskliniken Innsbruck;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Anichstraße 35, 6020 Innsbruck;0512/504-0, 0512/504-22002;http://www.tilak.at;Dr. MSc Alexandra Kofler;Dipl. KHBW Franz Mannsberger;Prof. DDDr. Peter Steiner;1485;AN, AU, CH, DER, GEM, GGH, HNO, IM, KCH, KI, KJP, MKG, NC, NEU, NUK, OR, PCH, PSY, UC, URO,;AN, CH, IM, KI, NC, NEU, UC,;COR, CT, ECT, MR, PET, STR;T701;Tiroler Landeskrankenanstalten Gesellschaft mbH;Anichstraße 35, 6020 Innsbruck;0512/504-0, 0512/504-28613;http://www.tilak.at
K707;Tirol;Innsbruck-Land;West;Tirol-Zentralraum;Landeskrankenhaus Hochzirl - Anna-Dengel-Haus;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Anna-Dengel-Haus, 6170 Zirl;05238/501-0, 05238/501-54;http://www.tilak.at;A.o. Univ.-Prof. Dr. Monika Lechleitner;Mag. Ljiljana Pastorkovic;Christian Triendl;197;IM, NEU;;CT;T701;Tiroler Landeskrankenanstalten Gesellschaft mbH;Anichstraße 35, 6020 Innsbruck;0512/504-0, 0512/504-28613;http://www.tilak.at
K708;Tirol;Innsbruck-Stadt;West;Tirol-Zentralraum;Sanatorium Kettenbrücke der Barmherzigen Schwestern;ohne Öffentlichkeitsrecht;nicht gemeinnützig;PRIKRAF;Sennstraße 1, 6020 Innsbruck;0512/2112-0, 0512/2112-418;http://www.sanatorium-kettenbruecke.at;Univ.-Doz. Dr. Michael Fiegl;DGKS Monika Reiter;Mag. Anette Leja;182;GEM;;CT, MR;T712;Sanatorium Kettenbrücke der Barmherzigen Schwestern GmbH;Sennstraße 1, 6020 Innsbruck;0512/2112-0, 0512/2112-418;http://www.sanatorium-kettenbruecke.at
K709;Tirol;Innsbruck-Land;West;Tirol-Zentralraum;Privatklinik Hochrum - Sanatorium der Kreuzschwestern Innsbruck;ohne Öffentlichkeitsrecht;nicht gemeinnützig;PRIKRAF;Lärchenstraße 41, 6063 Rum;0512/234-0, 0512/234-287;http://www.privatklinik-hochrum.com;Dr. Wolfgang Obertthaler;DGKS Renate Ronacher;Mag. Martin Witting;124;AN, AU, CH, DER, GGH, HNO, IM, NC, NEU, OR, PCH, PSY, PUL, UC, URO;;;T713;Sanatorium der Kreuzschwestern Gesellschaft mbH;Lärchenstraße 41, 6063 Rum;0512/234-0, 0512/234-287;http://www.privatklinik-hochrum.com
K714;Tirol;Lienz;West;Osttirol;Bezirkskrankenhaus Lienz;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Emanuel-von-Hibler-Straße 5, 9900 Lienz, Osttirol;04852/606-0, 04852/606-650;;Univ.-Doz. Prim. MSc Dr. Andreas Mayr;Dipl. Pflegewirtin Auguste Waldl;Mag. Helene Brunner;372;AN, AU, CH, GEM, GGH, HNO, IM, KI, NEU, OR, PSY, UC, URO;AN, IM, KI;COR, CT, ECT, MR;T706;Gemeindeverband Bezirkskrankenhaus Lienz;Emanuel-von-Hibler-Straße 5, 9900 Lienz, Osttirol;04852/606-0, 04852/606-650;
K715;Tirol;Innsbruck-Land;West;Tirol-Zentralraum;Landeskrankenhaus Natters;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;In der Stille 20, 6161 Natters;0512/5408, 0512/5408-390;http://www.tilak.at;Univ.-Prof. Dr. Monika Lechleitner (interimistisch);DGKS Angelika Biesenbaum;Christian Triendl;127;IM, PUL;PUL;CT;T701;Tiroler Landeskrankenanstalten Gesellschaft mbH;Anichstraße 35, 6020 Innsbruck;0512/504-0, 0512/504-28613;http://www.tilak.at
K717;Tirol;Reutte;West;Tirol-West;Bezirkskrankenhaus Reutte;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Krankenhausstraße 39, 6600 Reutte;05672/601-0, 05672/601-65181;http://www.bkh-reutte.at;Prim. Dr. Eugen Ladner;DGKS Stefanie Zobl;Dr. Dietmar Baron;141;AU, CH, GEM, GGH, HNO, IM, KI, UC;GEM;CT, MR;T707;Gemeindeverband Bezirkskrankenhaus Reutte;Krankenhausstraße 39, 6600 Reutte;05672/601-0, 05672/601-65181;http://www.bkh-reutte.at
K719;Tirol;Kitzbühel;West;Tirol-Nordost;Bezirkskrankenhaus St. Johann in Tirol;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Bahnhofstraße 14, 6380 St. Johann in Tirol;05352/606-0, 05352/606-273;http://www.khsj.at;Prim. Dr. Norbert Kaiser;DGKS Elfriede Mayr;Dipl. KHBW Franz Höck;274;CH, GEM, GGH, IM, KI, OR, UC;GEM, IM;CT, MR;T704;Gemeindeverband Bezirkskrankenhaus St. Johann/Tirol;Bahnhofstraße 14, 6380 St. Johann in Tirol;05352/606-0, 05352/606-273;http://www.khsj.at
K720;Tirol;Schwaz;West;Tirol-Zentralraum;Bezirkskrankenhaus Schwaz;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Swarovskistraße 1, 6130 Schwaz;05242/600-0, 05242/600-418;http://www.kh-schwaz.at;Prim. Dr. Josef Bazzanella;Mag. Dr. Gabriele Polanezky;Mag. Margit Holzhammer;252;CH, GEM, GGH, HNO, IM, UC;IM;CT;T703;Bezirkskrankenhaus Schwaz Betriebsgesellschaft mbH;Swarovskistraße 1, 6130 Schwaz;05242/600-0, 05242/600-418;http://www.kh-schwaz.at
K722;Tirol;Landeck;West;Tirol-West;Krankenhaus St. Vinzenz Zams;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Sanatoriumstraße 43, 6511 Zams;05442/600-0, 05442/600-6102;http://www.khzams.at;Univ.-Doz. Prim. Ewald Wöll;DGKS Angelika Wolf;MSc Beate Zangerl;330;AN, AU, CH, GEM, GGH, HNO, IM, KI, OR, UC, URO;AN, IM;CT, MR;T708;A.ö. Krankenhaus St. Vinzenz Betriebsgesellschaft mbH;Klostergasse 10, 6511 Zams;05242/600-0, 05242/6102;http://www.kh-zams.at
K724;Tirol;Innsbruck-Stadt;West;Tirol-Zentralraum;Militärspital 2 Conrad-Kaserne Innsbruck;ohne Öffentlichkeitsrecht;nicht gemeinnützig;Sonstige;Köldererstraße 4, 6020 Innsbruck;0512/3317-5611, 0512/3317-1756;;Dr. Wolfgang Bichler;Vtzl. Mag. Klaus Feistmantl;Dr. Rudolf Stadler;40;CH, IM;;;T098;BM für Landesverteidigung, Kommando Einsatzunterstützung, Abt. Militärisches Gesundheitswesen;Schwenkgasse 47, 1120 Wien;01/05020110-27741, 01/05020110-17559;http://www.bmlv.gv.at
K729;Tirol;Lienz;West;Osttirol;Rehabilitationszentrum Ederhof;ohne Öffentlichkeitsrecht;nicht gemeinnützig;Sonstige;Stronach 7, 9991 Dölsach;04852/699 90, 04852/699 90-11;;Prof. Dr. Dr. Eckhard Nagel;Doris Etzelsberger;Robert Weichselbraun;52;Rehabilitationszentrum (Interne);;;T720;Rudolf Pichlmayr - Stiftung Rehabilitation nach Organtransplantation;Aegidientorplatz 2B, D-30159 Hannover;;
K731;Tirol;Kufstein;West;Tirol-Nordost;Bezirkskrankenhaus Kufstein;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Endach 27, 6330 Kufstein;05372/6966-0, 05372/647 70;http://www.bkh-kufstein.at;Prim. Univ.Prof.Dr. Carl Hermannn Miller;Dipl. Pflegewirt Andreas Girndt;Dr. Wolfgang Schoner;379;AU, CH, GEM, GGH, HNO, IM, KI, NEU, PSY, UC, URO;GEM;COR, CT, MR;T705;Gemeindeverband A.ö. Bezirkskrankenhaus Kufstein;Endach 27, 6330 Kufstein;05372/6966, 05372/6966;http://www.bkh-kufstein.at
K732;Tirol;Kufstein;West;Tirol-Nordost;Kursana Sanatorium Wörgl;ohne Öffentlichkeitsrecht;nicht gemeinnützig;PRIKRAF;Fritz-Atzl-Straße 8, 6300 Wörgl;05332/74572, 05332/74572-22;;Dr.. Peter Bachmann;MAS EvaMaria Keller;MAS EvaMaria Keller;29;GEM;;;T722;Gesundheitszentrum Wörgl ErrichtungsgmbH;Fritz-Atzl-Straße 8, 6300 Wörgl;05332/74572, 05332/74572-22;
K733;Tirol;Kufstein;West;Tirol-Nordost;Wittlinger Therapiezentrum -  Walchsee;ohne Öffentlichkeitsrecht;nicht gemeinnützig;Sonstige;Alleestraße 30, 6344 Walchsee;05374/5245-0, 05374/5245-4;http://www.wittlinger-therapiezentrum.com;Dr. Karin Serrat;Andrea Scholz;Dieter Wittlinger;43;Rehabilitationszentrum (Interne);;;T723;Wittlinger Therapiezentrum Gesellschaft mbH;Alleestraße 30, 6344 Walchsee;05374/5245-0, 05374/5245-4;http://www.wittlinger-therapiezentrum.com
K734;Tirol;Kufstein;West;Tirol-Nordost;Rehabilitationszentrum Münster;ohne Öffentlichkeitsrecht;nicht gemeinnützig;Sonstige;6232 Münster, Tirol;;http://www.reha-muenster.at;Univ.-Doz. Christian Brenneis;Herlinde Hörmandinger;Christian Elzinger;260;GEM, IM, NEU, PUL;;;T724;REHA-Zentrum Münster Betriebsgesellschaft mbH;Absberggasse 47, 1100 Wien;;
K802;Vorarlberg;Bludenz;West;Vorarlberg-Süd;Landeskrankenhaus Bludenz;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Spitalgasse 13, 6700 Bludenz;05552/603, 05552/603-200;http://www.lkhz.at;Prim. Dr. Ruth Krumpholz;DGKP Erich Gantner;Mag. Franz Streit;154;AU, CH, GEM, GGH, HNO, IM, OR, UC;GEM;CT;T801;Vorarlberger Krankenanstalten-Betriebsgesellschaft mbH;Carinagasse 41, 6800 Feldkirch;05522/303-0, 05522/303-7512;http://www.khbg.at
K803;Vorarlberg;Bregenz;West;Rheintal-Bregenzerwald;Landeskrankenhaus Bregenz;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Carl-Pedenz-Straße 2, 6900 Bregenz;05574/401-0, 05574/401-80;http://www.lkhb.at;Prim. Univ.Doz. Dr. Christian Huemer;DGKS Ulrike Kerber;Kurt Höpperger;275;CH, GEM, GGH, IM, KI, UC, URO;IM, KI;CT;T801;Vorarlberger Krankenanstalten-Betriebsgesellschaft mbH;Carinagasse 41, 6800 Feldkirch;05522/303-0, 05522/303-7512;http://www.khbg.at
K804;Vorarlberg;Bregenz;West;Rheintal-Bregenzerwald;Krankenhaus Sanatorium Mehrerau;ohne Öffentlichkeitsrecht;gemeinnützig;PRIKRAF;Mehrerauerstraße 72, 6900 Bregenz;05574/6740-0, 05574/619 79;;Dr. Thomas Spiegel;DGKP Graham Antony Amor;Kurt Höpperger;50;GEM;;;T814;Sanatorium Mehrerau Gesellschaft mbH;Mehrerauerstraße 66, 6900 Bregenz;05574/71461, 05574/71461-17;http://www.mehrerau.at
K807;Vorarlberg;Dornbirn;West;Rheintal-Bregenzerwald;Krankenhaus der Stadt Dornbirn;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Lustenauer Straße 4, 6850 Dornbirn;05572/303-0, 05572/303-81100;http://krankenhaus.dornbirn.at;Prim. Dr. Guntram Winder;Dipl. KHBW DGKP Kurt Fenkart;Mag.Ing. Helmut Fornetran;284;AU, CH, GEM, GGH, HNO, IM, KI, OR, UC;GEM, KI;CT;T804;Amt der Stadt Dornbirn;Rathausplatz 2, 6850 Dornbirn;05572/306, 05572/306-3018;http://www.dornbirn.at
K812;Vorarlberg;Bludenz;West;Vorarlberg-Süd;Vital-Zentrum Felbermayer;ohne Öffentlichkeitsrecht;nicht gemeinnützig;PRIKRAF;Dorfstraße 20a, 6793 Gaschurn;05558/8617-0, 05558/8617-41;http://www.felbermayer.at;Dr. Susanne Thönig;;Markus Felbermayer;87;Sonstige Leistungsart (Fachhauptbereiche - andere);;;T808;Dr Felbermayer Gesellschaft mbH;Dorfstraße 20a, 6793 Gaschurn;05558/8617-0, 05558/8614-41;http://www.felbermayer.at
K816;Vorarlberg;Dornbirn;West;Rheintal-Bregenzerwald;Landeskrankenhaus Hohenems;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Bahnhofstraße 31, 6845 Hohenems;05576/703-0, 05576/703-2217;http://www.lkhh.at;Prim. Dr. Peter Cerkl;DGKP Helmut Fertl;Dipl. KHBW Dietmar Hartner;140;AU, CH, GEM, IM, OR, PSY, PUL, UC;IM;CT;T801;Vorarlberger Krankenanstalten-Betriebsgesellschaft mbH;Carinagasse 41, 6800 Feldkirch;05522/303-0, 05522/303-7512;http://www.khbg.at
K824;Vorarlberg;Feldkirch;West;Vorarlberg-Süd;Landeskrankenhaus Rankweil;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Valdunastraße 16, 6830 Rankweil;05522/403-0, 05522/403-6500;http://www.lkhr.at;Prim. Dr. Albert Lingg;DGKP Norbert Schnetzer;Dr. Franz Freilinger;341;GEM, KJP, NEU, PSY;PSY;MR;T801;Vorarlberger Krankenanstalten-Betriebsgesellschaft mbH;Carinagasse 41, 6800 Feldkirch;05522/303-0, 05522/303-7512;http://www.khbg.at
