HospitalID,categoryGER,categoryAUT,Department,beds,doctorsgeneral,doctorsspecial,nurses,numberofstays,averagestayduration,address
305,120,TK AU,"Tagesklinik Augen",18,NaN,NaN,NaN,NaN,NaN,"Sr. M. Restituta-Gasse 12, 2340 Mödling"
305,166,UC,"UNFALLCHIRURGIE BADEN",167,NaN,NaN,NaN,NaN,NaN,"Wimmergasse 19, 2500 Baden"
305,900,URO,"UROLOGIE BADEN",23,NaN,NaN,NaN,NaN,NaN,"Wimmergasse 19, 2500 Baden"
305,369,KI,"KINDERABTEILUNG MÖDLING",24,NaN,NaN,NaN,NaN,NaN,"Sr. M. Restituta-Gasse 12, 2340 Mödling"
305,390,KJP,"KINDER-JUGENDPSYCHIATRIE und PSYCHOTHERAPIE, HINTERBRÜHL",22,NaN,NaN,NaN,NaN,NaN,"Sr. M. Restituta-Gasse 12, 2340 Mödling"
316,NaN,,"All",142,NaN,NaN,NaN,NaN,NaN,"Hofmeisterstraße 70, 2410 Hainburg an der Donau"
316,196,GGH,"Geburtshilfe",8,NaN,NaN,NaN,691,3.66,"Hofmeisterstraße 70, 2410 Hainburg an der Donau"
316,193,GGH,"Gynäkologie",7,NaN,NaN,NaN,561,2.78,"Hofmeisterstraße 70, 2410 Hainburg an der Donau"
316,199,GGH,"Gynäkologie und Geburtshilfe interdisziplinär",21,NaN,NaN,NaN,283,0.04,"Hofmeisterstraße 70, 2410 Hainburg an der Donau"
316,166,UC,"Unfallchirurgie 1",52,NaN,NaN,NaN,1208,4.41,"Hofmeisterstraße 70, 2410 Hainburg an der Donau"
316,169,CH,"Chirurgie 2",24,NaN,NaN,NaN,916,4.57,"Hofmeisterstraße 70, 2410 Hainburg an der Donau"
316,339,IM,"Innere Medizin 1",31,NaN,NaN,NaN,1254,5.81,"Hofmeisterstraße 70, 2410 Hainburg an der Donau"
319,NaN,,"All",222,NaN,NaN,NaN,NaN,NaN,"Robert Löffler-Straße 20, 2020 Hollabrunn"
319,199,GGH,"Abteilung für Frauenheilkunde und Geburtshilfe",53,NaN,NaN,NaN,1627,2.62,"Robert Löffler-Straße 20, 2020 Hollabrunn"
319,169,CH,"Chirurgische Abteilung",60,NaN,NaN,NaN,2594,2.82,"Robert Löffler-Straße 20, 2020 Hollabrunn"
319,323,IN CCU,"Herzüberwachung",27,NaN,NaN,NaN,328,2.56,"Robert Löffler-Straße 20, 2020 Hollabrunn"
319,829,PSY,"Abteilung für Sozialpsychiatrie",62,NaN,NaN,NaN,1185,11.66,"Robert Löffler-Straße 20, 2020 Hollabrunn"
319,930,IN AN,"Intensivbetreuung (Anästhesie)",21,NaN,NaN,NaN,94,10.6,"Robert Löffler-Straße 20, 2020 Hollabrunn"
326,NaN,,"All",463,NaN,NaN,NaN,NaN,NaN,"Mitterweg 10, 3500 Krems an der Donau"
326,829,PSY,"Geschlossene Abteilung",51,NaN,NaN,NaN,301,4.84,"Mitterweg 10, 3500 Krems an der Donau"
326,163,IM,"Klinische Abteilung für Allgemein- und Thoraxchirurgie",11,NaN,NaN,NaN,3396,2.9,"Mitterweg 10, 3500 Krems an der Donau"
326,199,GGH,"Klinische Abteilung für Gynäkologie und Geburtshilfe",44,NaN,NaN,NaN,1987,3.26,"Mitterweg 10, 3500 Krems an der Donau"
326,220,HNO,"Klinische Abteilung für Hals-, Nasen- und Ohrenkrankheiten",13,NaN,NaN,NaN,1762,2.96,"Mitterweg 10, 3500 Krems an der Donau"
326,369,KI,"Klinische Abteilung für Kinder- und Jugendheilkunde",15,NaN,NaN,NaN,2138,1.99,"Mitterweg 10, 3500 Krems an der Donau"
326,699,OR,"Klinische Abteilung für Orthopädie",46,NaN,NaN,NaN,2354,6.06,"Mitterweg 10, 3500 Krems an der Donau"
326,332,PUL,"Klinische Abteilung für Pneumologie",70,NaN,NaN,NaN,2389,3.49,"Mitterweg 10, 3500 Krems an der Donau"
326,870,STR/RAD,"Klinische Abteilung für Strahlentherapie-Radioonkologie",8,NaN,NaN,NaN,1216,6.54,"Mitterweg 10, 3500 Krems an der Donau"
326,166,UC,"Klinische Abteilung für Unfallchirurgie",109,NaN,NaN,NaN,3007,3.82,"Mitterweg 10, 3500 Krems an der Donau"
326,900,URO,"Klinische Abteilung für Urologie",15,NaN,NaN,NaN,1856,3.65,"Mitterweg 10, 3500 Krems an der Donau"
326,339,IN IM,"Internistische Intensiv (I-ICU)",64,NaN,NaN,NaN,351,4.94,"Mitterweg 10, 3500 Krems an der Donau"
326,930,IN AN,"Anästh. Intensiv (A-ICU)",17,NaN,NaN,NaN,122,12.4,"Mitterweg 10, 3500 Krems an der Donau"
334,NaN,,"All",142,NaN,NaN,NaN,NaN,NaN,"Krankenhausstraße 11, 3390 Melk"
334,930,AN,"Anästhesiologie und Intensivmedizin",14,NaN,NaN,NaN,NaN,NaN,"Krankenhausstraße 11, 3390 Melk"
334,169,CH,"Chirurgische und Unfallchirurgische Abteilung",40,NaN,NaN,NaN,4009,3.8,"Krankenhausstraße 11, 3390 Melk"
334,199,GGH,"Gynäkologie und Geburtenhilfe",36,NaN,NaN,NaN,1604,4.2,"Krankenhausstraße 11, 3390 Melk"
334,339,IM,"Interne Abteilung",52,NaN,NaN,NaN,5253,4.2,"Krankenhausstraße 11, 3390 Melk"
335,NaN,,"All",531,NaN,NaN,NaN,NaN,NaN,"Liechtensteinstraße 67, 2130 Mistelbach an der Zaya"
335,120,AU,"Augenheilkunde",14,NaN,NaN,NaN,1476,0.41,"Liechtensteinstraße 67, 2130 Mistelbach an der Zaya"
335,169,CH,"Chirurgie",59,NaN,NaN,NaN,2962,4.96,"Liechtensteinstraße 67, 2130 Mistelbach an der Zaya"
335,199,GGH,"Frauenheilkunde und Geburtshilfe",53,NaN,NaN,NaN,2008,2.7,"Liechtensteinstraße 67, 2130 Mistelbach an der Zaya"
335,220,HNO,"Hals-, Nasen- und Ohrenkrankheiten",16,NaN,NaN,NaN,1209,2.96,"Liechtensteinstraße 67, 2130 Mistelbach an der Zaya"
335,369,KI,"Kinderheilkunde",18,NaN,NaN,NaN,1985,1.55,"Liechtensteinstraße 67, 2130 Mistelbach an der Zaya"
335,366,KI,"Neonatologie - pädiatrische Überwachung",3,NaN,NaN,NaN,351,4.61,"Liechtensteinstraße 67, 2130 Mistelbach an der Zaya"
335,699,OR,"Orthopädie",55,NaN,NaN,NaN,1548,5.29,"Liechtensteinstraße 67, 2130 Mistelbach an der Zaya"
335,166,UC,"Unfallchirurgie",130,NaN,NaN,NaN,2238,4.24,"Liechtensteinstraße 67, 2130 Mistelbach an der Zaya"
335,900,URO,"Urologie",18,NaN,NaN,NaN,2201,3.61,"Liechtensteinstraße 67, 2130 Mistelbach an der Zaya"
335,323,IN IM,"1.Med. Herzintensiv",26,NaN,NaN,NaN,344,5.75,"Liechtensteinstraße 67, 2130 Mistelbach an der Zaya"
335,339,IM,"1.Med. Innere Medizin",76,NaN,NaN,NaN,4446,6.88,"Liechtensteinstraße 67, 2130 Mistelbach an der Zaya"
335,570,NEU,"Neurologie",41,NaN,NaN,NaN,1376,5.57,"Liechtensteinstraße 67, 2130 Mistelbach an der Zaya"
335,930,GEM,"Aufnahmestation interdisziplinär",21,NaN,NaN,NaN,7283,0.14,"Liechtensteinstraße 67, 2130 Mistelbach an der Zaya"
347,NaN,,"All",193,NaN,NaN,NaN,NaN,NaN,"Eisenwurzenstraße 26, 3270 Scheibbs"
347,169,CH,"Chirurgie - allgemein",43,NaN,NaN,NaN,NaN,NaN,"Eisenwurzenstraße 26, 3270 Scheibbs"
347,199,GGH,"Frauenheilkunde und Geburtshilfe - allgemein",38,NaN,NaN,NaN,NaN,NaN,"Eisenwurzenstraße 26, 3270 Scheibbs"
347,339,IM,"Innere Medizin - allgemein",56,NaN,NaN,NaN,NaN,NaN,"Eisenwurzenstraße 26, 3270 Scheibbs"
347,699,OR,"Orthopädie und orthopädische Chirurgie - Fachschwerpunkt",40,NaN,NaN,NaN,NaN,NaN,"Eisenwurzenstraße 26, 3270 Scheibbs"
347,930,IN,"IMCU",15,NaN,NaN,NaN,NaN,NaN,"Eisenwurzenstraße 26, 3270 Scheibbs"
354,NaN,,"All",173,NaN,NaN,NaN,NaN,NaN,"Ybbsitzer Straße 112, 3340 Waidhofen an der Ybbs"
354,120,AU,"Augenheilkunde - Fachschwerpunkt",7,NaN,NaN,NaN,NaN,NaN,"Ybbsitzer Straße 112, 3340 Waidhofen an der Ybbs"
354,169,CH,"Chirurgie - allgemein",29,NaN,NaN,NaN,NaN,NaN,"Ybbsitzer Straße 112, 3340 Waidhofen an der Ybbs"
354,199,GGH,"Frauenheilkunde und Geburtshilfe - allgemein",26,NaN,NaN,NaN,NaN,NaN,"Ybbsitzer Straße 112, 3340 Waidhofen an der Ybbs"
354,339,IM,"Innere Medizin – allgemein",38,NaN,NaN,NaN,NaN,NaN,"Ybbsitzer Straße 112, 3340 Waidhofen an der Ybbs"
354,166,UC,"Unfallchirurgie - allgemein",64,NaN,NaN,NaN,NaN,NaN,"Ybbsitzer Straße 112, 3340 Waidhofen an der Ybbs"
354,900,URO,"Urologie - Fachschwerpunkt",9,NaN,NaN,NaN,NaN,NaN,"Ybbsitzer Straße 112, 3340 Waidhofen an der Ybbs"
356,NaN,,"All",826,NaN,NaN,NaN,NaN,NaN,"Matthias Corviniusring 3-5, 2700 Wiener Neustadt"
356,120,AU,"Abteilung für Augenheilkunde und Optometrie",21,NaN,NaN,NaN,4650,0.49,"Matthias Corviniusring 3-5, 2700 Wiener Neustadt"
356,169,CH,"Abteilung für Chirurgie",86,NaN,NaN,NaN,4551,6.46,"Matthias Corviniusring 3-5, 2700 Wiener Neustadt"
356,250,DER,"Abteilung für Dermatologie",19,NaN,NaN,NaN,1237,5.04,"Matthias Corviniusring 3-5, 2700 Wiener Neustadt"
356,199,GGH,"Abteilung für Gynäkologie und Geburtshilfe",76,NaN,NaN,NaN,3994,2.98,"Matthias Corviniusring 3-5, 2700 Wiener Neustadt"
356,220,HNO,"Abteilung für Hals-, Nasen-, Ohrenkrankheiten",23,NaN,NaN,NaN,3022,3.44,"Matthias Corviniusring 3-5, 2700 Wiener Neustadt"
356,699,OR,"Abteilung für Orthopädie",80,NaN,NaN,NaN,NaN,NaN,"Matthias Corviniusring 3-5, 2700 Wiener Neustadt"
356,166,UC,"Abteilung für Unfallchirurgie",188,NaN,NaN,NaN,4829,5.53,"Matthias Corviniusring 3-5, 2700 Wiener Neustadt"
356,900,URO,"Abteilung für Urologie",26,NaN,NaN,NaN,4300,3.64,"Matthias Corviniusring 3-5, 2700 Wiener Neustadt"
356,323,IN CCU,"Herzüberwachung",38,NaN,NaN,NaN,1084,5.44,"Matthias Corviniusring 3-5, 2700 Wiener Neustadt"
356,870,STR/RAD,"Institut für Radioonkologie/Strahlentherapie",13,NaN,NaN,NaN,0,0,"Matthias Corviniusring 3-5, 2700 Wiener Neustadt"
356,366,KI,"Neonatologie, Risikokinderbetreuung",4,NaN,NaN,NaN,144,16.22,"Matthias Corviniusring 3-5, 2700 Wiener Neustadt"
356,339,IM,"I. Interne Abteilung",111,NaN,NaN,NaN,3262,6.62,"Matthias Corviniusring 3-5, 2700 Wiener Neustadt"
356,369,KI,"Abteilung für Kinder- und Jugendheilkunde",27,NaN,NaN,NaN,2336,2.92,"Matthias Corviniusring 3-5, 2700 Wiener Neustadt"
356,540,NC,"Abteilung für Neurochirurgie",24,NaN,NaN,NaN,1275,9.54,"Matthias Corviniusring 3-5, 2700 Wiener Neustadt"
356,570,NEU,"Akut-Nachbehandlung von neurologischen Patienten",59,NaN,NaN,NaN,453,12.26,"Matthias Corviniusring 3-5, 2700 Wiener Neustadt"
356,930,IN,"Intensivabteilung",30,NaN,NaN,NaN,812,23.76,"Matthias Corviniusring 3-5, 2700 Wiener Neustadt"
378,NaN,,"All",316,NaN,NaN,NaN,NaN,NaN,""
378,339,IM,"1. Medizinische Abteilung - Stockerau",89,NaN,NaN,NaN,3291,6,"Landstraße 18, 2000 Stockerau"
378,339,IM,"2. Medizinische Abteilung - Stockerau",25,NaN,NaN,NaN,802,7.1,"Landstraße 18, 2000 Stockerau"
378,169,CH,"Chirugie - allgemein",37,NaN,NaN,NaN,1186,5.3,"Wiener Ring 3-5, 2100 Korneuburg"
378,196,GGH,"Geburtshilfe",15,NaN,NaN,NaN,747,3.4,"Wiener Ring 3-5, 2100 Korneuburg"
378,193,GGH,"Gynäkologie",22,NaN,NaN,NaN,181,2.5,"Wiener Ring 3-5, 2100 Korneuburg"
378,930,IN,"ICU und IMCU Korneuburg - Korneuburg",0,NaN,NaN,NaN,NaN,NaN,"Wiener Ring 3-5, 2100 Korneuburg"
378,930,IN,"IMCU",0,NaN,NaN,NaN,NaN,NaN,"Landstraße 18, 2000 Stockerau"
378,930,IN,"Intensiv ICU",0,NaN,NaN,NaN,286,4.1,"Wiener Ring 3-5, 2100 Korneuburg"
378,930,GEM,"Interdisziplinäre Station",0,NaN,NaN,NaN,1919,1.8,"Landstraße 18, 2000 Stockerau"
378,930,TK GEM,"Interdisziplinäre Tagesklinik - Korneuburg",0,NaN,NaN,NaN,1255,0,"Wiener Ring 3-5, 2100 Korneuburg"
378,930,GEM,"Interdisziplinäre Wochenklinik - Korneuburg",0,NaN,NaN,NaN,1445,1.1,"Wiener Ring 3-5, 2100 Korneuburg"
378,930,IN,"Postoperative IMCU",0,NaN,NaN,NaN,29,1,"Wiener Ring 3-5, 2100 Korneuburg"
378,333,IM,"Rheumatologie",40,NaN,NaN,NaN,1265,7.7,"Landstraße 18, 2000 Stockerau"
378,166,UC,"Unfallchirurgie - allgemein",37,NaN,NaN,NaN,1261,6.6,"Wiener Ring 3-5, 2100 Korneuburg"
378,900,URO,"Urologie - allgemein",32,NaN,NaN,NaN,1410,4.4,"Wiener Ring 3-5, 2100 Korneuburg"
379,NaN,,"All",440,NaN,NaN,NaN,NaN,NaN,"Alter Ziegelweg 10, 3430 Tulln an der Donau"
379,169,CH,"Chirurgie Bettenstation 1",56,NaN,NaN,NaN,2138,3.93,"Alter Ziegelweg 10, 3430 Tulln an der Donau"
379,196,GGH,"Geburtshilfe Bettenstation",19,NaN,NaN,NaN,1325,3.49,"Alter Ziegelweg 10, 3430 Tulln an der Donau"
379,193,GGH,"Gynäkologie Bettenstation",16,NaN,NaN,NaN,1193,2.07,"Alter Ziegelweg 10, 3430 Tulln an der Donau"
379,369,KI,"Kinder Allgemein",17,NaN,NaN,NaN,1716,1.96,"Alter Ziegelweg 10, 3430 Tulln an der Donau"
379,166,UC,"Notfallerstversorgung",124,NaN,NaN,NaN,NaN,NaN,"Alter Ziegelweg 10, 3430 Tulln an der Donau"
379,339,IM,"Interne Bettenstation 1",73,NaN,NaN,NaN,1466,6.54,"Alter Ziegelweg 10, 3430 Tulln an der Donau"
379,366,KI,"Kinder Neonatologie",3,NaN,NaN,NaN,285,3.53,"Alter Ziegelweg 10, 3430 Tulln an der Donau"
379,390,KJP,"Kinder und Jugendpsychiatrie und Psychotherapie Bettenstation",16,NaN,NaN,NaN,272,4.45,"Alter Ziegelweg 10, 3430 Tulln an der Donau"
379,570,NEU,"Neurologie Bettenstation 1 Phase A",39,NaN,NaN,NaN,1992,5.41,"Alter Ziegelweg 10, 3430 Tulln an der Donau"
379,829,PSY,"Erwachsenenpsychiatrie Bettenstation 1",58,NaN,NaN,NaN,1028,9.65,"Alter Ziegelweg 10, 3430 Tulln an der Donau"
379,930,IN GEM,"Interdisziplinäre Bettenstation Intensiv",20,NaN,NaN,NaN,271,5.83,"Alter Ziegelweg 10, 3430 Tulln an der Donau"
382,NaN,,"All",1147,NaN,NaN,NaN,NaN,NaN,"Propst-Führer-Straße 4, 3100 St. Pölten"
382,220,HNO,"Hals-Nasen-Ohren",32,NaN,NaN,NaN,3923,3.26,"Propst-Führer-Straße 4, 3100 St. Pölten"
382,250,DER,"Haut- und Geschlechtskrankheiten",26,NaN,NaN,NaN,2378,4.76,"Propst-Führer-Straße 4, 3100 St. Pölten"
382,163,IM,"Herzchirurgie",25,NaN,NaN,NaN,1982,4.84,"Propst-Führer-Straße 4, 3100 St. Pölten"
382,369,KI,"Kinder- und Jugendheilkunde",37,NaN,NaN,NaN,3834,2.91,"Propst-Führer-Straße 4, 3100 St. Pölten"
382,510,ZMK,"Mund-, Kiefer- und Gesichtschirurgie",7,NaN,NaN,NaN,998,3.2,"Propst-Führer-Straße 4, 3100 St. Pölten"
382,540,NC,"Neurochirurgie",34,NaN,NaN,NaN,2117,6.4,"Propst-Führer-Straße 4, 3100 St. Pölten"
382,570,NEU,"Neurologie",82,NaN,NaN,NaN,2926,6.81,"Propst-Führer-Straße 4, 3100 St. Pölten"
382,699,OR,"Orthopädie",112,NaN,NaN,NaN,1356,5.19,"Propst-Führer-Straße 4, 3100 St. Pölten"
382,800,PCH,"Plastische, Ästhetische und Rekonstruktive Chirurgie",41,NaN,NaN,NaN,1615,3.4,"Propst-Führer-Straße 4, 3100 St. Pölten"
382,166,UC,"Unfallchirurgie - Lilienfeld",263,NaN,NaN,NaN,2129,2.42,"Propst-Führer-Straße 4, 3100 St. Pölten"
382,120,TK AU,"Augen-Tagesklinik",29,NaN,NaN,NaN,2425,NaN,"Propst-Führer-Straße 4, 3100 St. Pölten"
382,169,CH,"Chirurgie",119,NaN,NaN,NaN,5171,4.26,"Propst-Führer-Straße 4, 3100 St. Pölten"
382,199,GGH,"Frauenheilkunde und Geburtshilfe - Lilienfeld",107,NaN,NaN,NaN,965,2.94,"Propst-Führer-Straße 4, 3100 St. Pölten"
382,339,IM,"Innere Medizin - Lilienfeld",154,NaN,NaN,NaN,2516,6.57,"Propst-Führer-Straße 4, 3100 St. Pölten"
382,900,URO,"Urologie und Andrologie",36,NaN,NaN,NaN,2279,3.55,"Propst-Führer-Straße 4, 3100 St. Pölten"
382,930,AN,"Anästhesie und Intensivmedizin",42,NaN,NaN,NaN,2238,5.03,"Propst-Führer-Straße 4, 3100 St. Pölten"
383,NaN,,"All",638,NaN,NaN,NaN,NaN,NaN,""
383,169,CH,"Chirurgie - Gmünd",28,NaN,NaN,NaN,1861,3.26,"Conrathstraße 17, 3950 Gmünd"
383,169,CH,"Chirurgie - Waidhofen/Thaya",28,NaN,NaN,NaN,2505,3.91,"Moritz-Schadek-Gasse 31, 3830 Waidhofen an der Thaya"
383,169,CH,"Chirurgie - Zwettl",28,NaN,NaN,NaN,3645,3.33,"Propstei 5, 3910 Zwettl"
383,199,GGH,"Frauenheilkunde und Geburtshilfe - Waidhofen/Thaya",37,NaN,NaN,NaN,181,2.69,"Moritz-Schadek-Gasse 31, 3830 Waidhofen an der Thaya"
383,199,GGH,"Frauenheilkunde und Geburtshilfe - Zwettl",37,NaN,NaN,NaN,2148,3.88,"Propstei 5, 3910 Zwettl"
383,323,IN CCU,"Herzüberwachung - Waidhofen/Thaya",19,NaN,NaN,NaN,473,2.04,"Moritz-Schadek-Gasse 31, 3830 Waidhofen an der Thaya"
383,323,IN CCU,"Herzüberwachung - Zwettl",19,NaN,NaN,NaN,453,2.69,"Propstei 5, 3910 Zwettl"
383,339,IM,"Innere Medizin - Gmünd",36,NaN,NaN,NaN,2792,7.2,"Conrathstraße 17, 3950 Gmünd"
383,339,IM,"Innere Medizin - Zwettl",36,NaN,NaN,NaN,4733,4.35,"Propstei 5, 3910 Zwettl"
383,339,IM,"Innere Medizin und Onkologie - Waidhofen/Thaya",36,NaN,NaN,NaN,3999,5.53,"Moritz-Schadek-Gasse 31, 3830 Waidhofen an der Thaya"
383,930,IN,"Intensiv ICU - Waidhofen/Thaya",6,NaN,NaN,NaN,76,14.49,"Moritz-Schadek-Gasse 31, 3830 Waidhofen an der Thaya"
383,930,IN GEM,"Intensivbetreuung interdisz. IMCU - Gmünd",6,NaN,NaN,NaN,403,2.96,"Conrathstraße 17, 3950 Gmünd"
383,930,IN GEM,"Intensivbetreuung interdisz. IMCU - Waidhofen/Thaya",6,NaN,NaN,NaN,103,2.46,"Moritz-Schadek-Gasse 31, 3830 Waidhofen an der Thaya"
383,930,IN GEM,"Intensivbetreuung interdisz. IMCU - Zwettl",6,NaN,NaN,NaN,293,1.92,"Propstei 5, 3910 Zwettl"
383,369,KI,"Kinder- u. Jugendheilkunde - Zwettl",26,NaN,NaN,NaN,2482,1.84,"Propstei 5, 3910 Zwettl"
383,699,OR,"Orthopädie - Gmünd",39,NaN,NaN,NaN,1925,4.76,"Conrathstraße 17, 3950 Gmünd"
383,699,OR,"Orthopädie u. orthopäd. Chirurgie - Zwettl",39,NaN,NaN,NaN,3742,6.03,"Propstei 5, 3910 Zwettl"
383,930,PAL,"Palliativstation - Waidhofen/Thaya",6,NaN,NaN,NaN,209,9.73,"Moritz-Schadek-Gasse 31, 3830 Waidhofen an der Thaya"
383,340,AG/R,"Remobilisation und Nachsorge - Gmünd",92,NaN,NaN,NaN,430,18.26,"Conrathstraße 17, 3950 Gmünd"
383,900,URO,"Urologie - Waidhofen/Thaya",25,NaN,NaN,NaN,1330,3.85,"Moritz-Schadek-Gasse 31, 3830 Waidhofen an der Thaya"
383,829,PSY,"Waldv. Zentr. f. seel. Gesundheit - Waidhofen/Thaya",85,NaN,NaN,NaN,1594,8.65,"Moritz-Schadek-Gasse 31, 3830 Waidhofen an der Thaya"
415,NaN,,"All",239,NaN,NaN,NaN,NaN,NaN,"Hausmanninger Straße 8, 4560 Kirchdorf an der Krems"
415,166,UC,"Abteilung für Unfallchirurgie u. Sporttraumatologie",75,10,NaN,25,2000,NaN,"Hausmanninger Straße 8, 4560 Kirchdorf an der Krems"
415,169,CH,"Chirurgie - allgemein",34,NaN,NaN,NaN,NaN,NaN,"Hausmanninger Straße 8, 4560 Kirchdorf an der Krems"
415,199,GGH,"Gynäkologie/Geburtshilfl. Abteilung",31,NaN,NaN,NaN,NaN,NaN,"Hausmanninger Straße 8, 4560 Kirchdorf an der Krems"
415,930,IN GEM,"Intensivbetreuung (interdisziplinär)",12,NaN,NaN,30,5000,NaN,"Hausmanninger Straße 8, 4560 Kirchdorf an der Krems"
415,339,IM,"Interne Abteilung",44,NaN,NaN,NaN,NaN,NaN,"Hausmanninger Straße 8, 4560 Kirchdorf an der Krems"
415,369,KI,"Kinder- und Jugendheilkunde",11,NaN,NaN,NaN,NaN,NaN,"Hausmanninger Straße 8, 4560 Kirchdorf an der Krems"
415,699,OR,"Orthopädie und orthopädische Chirurgie",32,NaN,NaN,NaN,NaN,NaN,"Hausmanninger Straße 8, 4560 Kirchdorf an der Krems"
416,NaN,,"All",1830,NaN,NaN,NaN,NaN,NaN,"Krankenhausstraße 9, 4020 Linz, Donau"
416,340,AG/R,"Department für Akutgeriatrie und Remobilisation",25,4,1,NaN,534,17.4,"Krankenhausstraße 9, 4020 Linz, Donau"
416,930,AN,"Department für Neuroanästhesiologie und Intensivmedizin",17,NaN,NaN,NaN,NaN,NaN,"Krankenhausstraße 9, 4020 Linz, Donau"
416,830,TK PSO,"Department für Psychosomatik - Tagesklinik",14,NaN,NaN,NaN,NaN,NaN,"Krankenhausstraße 9, 4020 Linz, Donau"
416,830,PSO,"Department für Psychosomatik Station C102",19,NaN,NaN,NaN,NaN,NaN,"Krankenhausstraße 9, 4020 Linz, Donau"
416,830,PSO,"Department für Psychosomatik Station D102",19,NaN,NaN,NaN,NaN,NaN,"Krankenhausstraße 9, 4020 Linz, Donau"
416,196,GGH,"Geburtshilfe und Kinderwunschzentrum",48,32,22,30,4021,3.56,"Krankenhausstraße 9, 4020 Linz, Donau"
416,930,GEM,"Inquisitenstation (Interdisziplinär)",3,NaN,NaN,0,64,3.2,"Krankenhausstraße 9, 4020 Linz, Donau"
416,196,GGH,"Institut für Pränatalmedizin",10,32,22,20,358,6.09,"Krankenhausstraße 9, 4020 Linz, Donau"
416,323,IN CCU,"Kardiologie-Überwachung - CIMCU",11,8,6,18,570,5.79,"Krankenhausstraße 9, 4020 Linz, Donau"
416,369,KI,"Kinder- u. Jugendlichenstation - Interne 3",14,16,10,16,1763,2.33,"Krankenhausstraße 9, 4020 Linz, Donau"
416,369,KI,"Kinder- und Jugendlichenstation - Interne 2",13,16,10,13,1585,2.56,"Krankenhausstraße 9, 4020 Linz, Donau"
416,390,KJP,"Kinder- und Jugendpsychiatrie",23,9,3,18,545,11.5,"Krankenhausstraße 9, 4020 Linz, Donau"
416,350,KCH,"Kinder-Chirurgie - 1",42,8,6,28,5571,2.15,"Krankenhausstraße 9, 4020 Linz, Donau"
416,339,IN KI,"Kinder-Intensivstation ICU",8,7,6,36,494,4.68,"Krankenhausstraße 9, 4020 Linz, Donau"
416,353,KI,"Kinder-Kardiologie (Kinderheilkunde)",3,8,6,7,521,1.23,"Krankenhausstraße 9, 4020 Linz, Donau"
416,369,KI,"Kinder-Onkologie",12,17,10,19,1553,2.15,"Krankenhausstraße 9, 4020 Linz, Donau"
416,369,IN KI,"Kinder-Überwachung IMCU",4,7,6,36,347,3.18,"Krankenhausstraße 9, 4020 Linz, Donau"
416,169,CH,"Klinik für Allgemein- und Viszeralchirurgie",77,30,13,95,5475,4.3,"Krankenhausstraße 9, 4020 Linz, Donau"
416,930,IN AN,"Klinik für Anästhesie - Intensivstation 3",6,NaN,NaN,40,882,2,"Krankenhausstraße 9, 4020 Linz, Donau"
416,930,IN AN,"Klinik für Anästhesie - Intensivstationen 1 und 2",21,NaN,NaN,91,1626,4.6,"Krankenhausstraße 9, 4020 Linz, Donau"
416,930,TK AN,"Klinik für Anästhesiologie und Intensivmedizin - Interdisziplinäre Tagesklinik",11,NaN,NaN,NaN,10528,NaN,"Krankenhausstraße 9, 4020 Linz, Donau"
416,250,DER,"Klinik für Dermatologie und Venerologie",24,19,5,25,1649,4.4,"Krankenhausstraße 9, 4020 Linz, Donau"
416,220,HNO,"Klinik für Hals-, Nasen- und Ohrenheilkunde",29,16,7,23,3051,2.8,"Krankenhausstraße 9, 4020 Linz, Donau"
416,339,IN IM,"Klinik für Interne 1 - Intensivstation",6,NaN,NaN,28,641,3.3,"Krankenhausstraße 9, 4020 Linz, Donau"
416,323,IM,"Klinik für Interne 1 - Kardiologie",86,34,9,116,7707,3.5,"Krankenhausstraße 9, 4020 Linz, Donau"
416,339,IN CCU,"Klinik für Interne 1 - Überwachungseinheit",6,NaN,NaN,NaN,851,2.2,"Krankenhausstraße 9, 4020 Linz, Donau"
416,339,IM,"Klinik für Interne 2",83,25,9,91,5104,4.7,"Krankenhausstraße 9, 4020 Linz, Donau"
416,319,IM,"Klinik für Interne 3 - Hämatologie/Onkologie",26,14,6,45,2227,3.1,"Krankenhausstraße 9, 4020 Linz, Donau"
416,319,PAL,"Klinik für Interne 3 - Hämatologie/Onkologie - Palliativstation",9,NaN,NaN,14,64,15.3,"Krankenhausstraße 9, 4020 Linz, Donau"
416,319,TK IM,"Klinik für Interne 3 - Hämatologie/Onkologie - Tagesklinik",7,NaN,NaN,NaN,3290,NaN,"Krankenhausstraße 9, 4020 Linz, Donau"
416,390,TK KJP,"Klinik für Jugendpsychiatrie - Tagesklinik",12,NaN,NaN,NaN,NaN,NaN,"Krankenhausstraße 9, 4020 Linz, Donau"
416,390,KJP,"Klinik für Kinder- und Jugendpsychiatrie",29,NaN,NaN,NaN,NaN,NaN,"Krankenhausstraße 9, 4020 Linz, Donau"
416,332,PUL,"Klinik für Lungenheilkunde",71,20,7,70,4957,4.7,"Krankenhausstraße 9, 4020 Linz, Donau"
416,510,ZMK,"Klinik für Mund-, Kiefer- und Gesichtschirurgie",22,19,14,31,1837,3.5,"Krankenhausstraße 9, 4020 Linz, Donau"
416,570,NEU,"Klinik für Neurologie 1",81,NaN,NaN,NaN,NaN,NaN,"Krankenhausstraße 9, 4020 Linz, Donau"
